name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin
SDSSJ124436.20+051309.0,191.1508333,5.219166667,,19.48,8.47,,,,,,,,,,,,u,Green2013
SDSSJ124505.36+044053.3,191.2720833,4.681472222,,18.33,7.31,,,,,,,,,,,,u,Green2013
SDSSJ124507.90+625203.9,191.2829167,62.86775,,17.13,8.27,,,,,,,,,,,,u,Green2013
SDSSJ124513.26+452733.7,191.305,45.45936111,,19.28,,,,,,,,,,,,,n,Green2013
SDSSJ124522.87+372536.6,191.345,37.42683333,,16.44,7.2,,,,,,,,,,,,gG,Green2013
SDSSJ124527.73+455842.9,191.3654167,45.97858333,,20.45,8.61,,,,,,,,,,,,nL,Green2013
SDSSJ124536.34+353549.3,191.40125,35.59702778,,19.06,8.88,,,,,,,,,,,,d,Green2013
SDSSJ124601.71+423734.3,191.5070833,42.62619444,,16.61,8.44,,,,,,,,,,,,d,Green2013
SDSSJ124632.09+123846.9,191.6333333,12.64636111,,19.51,9.54,,,,,,,,,,,,dE,Green2013
SDSSJ124644.96+135636.9,191.6870833,13.94358333,,16.94,7.48,,,,,,,,,,,,u,Green2013
SDSSJ124646.50+282522.3,191.69375,28.42286111,,19.5,8.52,,,,,,,,,,,,u,Green2013
SDSSJ124706.29+083459.2,191.7758333,8.583111111,,19.76,8.64,,,,,,,,,,,,d,Green2013
SDSSJ124728.29+131054.5,191.8675,13.18180556,,16.6,6.87,,,,,,,,,,,,uG,Green2013
SDSSJ124804.84+594334.3,192.02,59.72619444,,16.47,7.01,,,,,,,,,,,,dG,Green2013
SDSSJ125016.06+310214.5,192.5666667,31.03736111,,18.38,8.49,,,,,,,,,,,,d,Green2013
SDSSJ125017.90+252427.6,192.5745833,25.40766667,,16.41,9.03,,,,,,,,,,,,dE,Green2013
SDSSJ125136.08+051038.1,192.9,5.17725,,18.5,8.95,,,,,,,,,,,,uE,Green2013
SDSSJ125149.87+013001.8,192.9575,1.5005,,16.23,,,,,,,,,,,,,g,Green2013
SDSSJ125209.50+092141.7,193.0395833,9.361583333,,16.98,7.77,,,,,,,,,,,,u,Green2013
SDSSJ125431.75+593053.5,193.6320833,59.51486111,,19.37,8.35,,,,,,,,,,,,d,Green2013
SDSSJ125443.37+422857.5,193.6804167,42.48263889,,19.86,8.49,,,,,,,,,,,,d,Green2013
SDSSJ125450.28+614842.3,193.7091667,61.81175,,19.52,8.56,,,,,,,,,,,,u,Green2013
SDSSJ125459.49+205451.6,193.7475,20.91433333,,16.16,7.55,,,,,,,,,,,,g,Green2013
SDSSJ125520.36+631326.6,193.8345833,63.22405556,,17.24,8.4,,,,,,,,,,,,d,Green2013
SDSSJ125634.77+203644.8,194.1445833,20.61244444,,17.17,6.88,,,,,,,,,,,,dG,Green2013
SDSSJ125702.97+472733.7,194.2620833,47.45936111,,20.65,8.61,,,,,,,,,,,,d,Green2013
SDSSJ125719.97+192337.2,194.3329167,19.39366667,,18.86,8.42,,,,,,,,,,,,n,Green2013
SDSSJ125749.95+182541.8,194.4579167,18.42827778,,19.31,8.81,,,,,,,,,,,,d,Green2013
SDSSJ125752.35+164218.1,194.4679167,16.70502778,,19.05,8.34,,,,,,,,,,,,d,Green2013
SDSSJ125829.51+445206.8,194.6229167,44.86855556,,18.07,9.23,,,,,,,,,,,,d,Green2013
SDSSJ125853.77+245705.3,194.72375,24.95147222,,19.89,8.62,,,,,,,,,,,,d,Green2013
SDSSJ125905.82+204138.2,194.7741667,20.69394444,,19.79,7.13,,,,,,,,,,,,dG,Green2013
SDSSJ125920.96+584555.5,194.8370833,58.76541667,,15.93,7.46,,,,,,,,,,,,g,Green2013
SDSSJ125924.97+164432.6,194.85375,16.74238889,,18.34,8.56,,,,,,,,,,,,d,Green2013
SDSSJ125954.26+365350.4,194.9758333,36.89733333,,20.3,8.53,,,,,,,,,,,,d,Green2013
SDSSJ125954.99+092646.7,194.97875,9.446305556,,18.49,8.51,,,,,,,,,,,,d,Green2013
SDSSJ130004.25+604149.8,195.0175,60.69716667,,19.15,,,,,,,,,,,,,d,Green2013
SDSSJ130127.19+274738.6,195.3629167,27.79405556,,20.04,8.76,,,,,,,,,,,,d,Green2013
SDSSJ130155.84+083631.6,195.4825,8.608777778,,19.35,,,,,,,,,,,,,n,Green2013
SDSSJ130219.88+620559.0,195.5825,62.09972222,,18.65,7.28,,,,,,,,,,,,d,Green2013
SDSSJ130221.88+292315.2,195.5908333,29.38755556,,19.76,9.41,,,,,,,,,,,,d,Green2013
SDSSJ130227.52+055512.3,195.6145833,5.920083333,,19.25,8.59,,,,,,,,,,,,d,Green2013
SDSSJ130236.37+460656.5,195.65125,46.11569444,,20,8.38,,,,,,,,,,,,n,Green2013
SDSSJ130249.33+553931.7,195.7054167,55.65880556,,19.25,8.41,,,,,,,,,,,,dE,Green2013
SDSSJ130308.04+201602.1,195.7833333,20.26725,,18.83,9.16,,,,,,,,,,,,n,Green2013
SDSSJ130308.38+334551.6,195.7845833,33.76433333,,18.83,7.46,,,,,,,,,,,,u,Green2013
SDSSJ130320.91+365131.8,195.8370833,36.85883333,,18.06,8.11,,,,,,,,,,,,d,Green2013
SDSSJ130323.99+092543.6,195.8495833,9.428777778,,17.64,8.42,,,,,,,,,,,,d,Green2013
SDSSJ130335.84+262213.0,195.8991667,26.37027778,,19.83,,,,,,,,,,,,,d,Green2013
SDSSJ130417.88+140324.9,196.0741667,14.05691667,,19.4,8.31,,,,,,,,,,,,d,Green2013
SDSSJ130507.50+112807.2,196.28125,11.46866667,,18.84,8.61,,,,,,,,,,,,d,Green2013
SDSSJ130510.57+054844.0,196.29375,5.812222222,,20.15,8.55,,,,,,,,,,,,n,Green2013
SDSSJ130528.21+405645.8,196.3675,40.94605556,,18.76,8.3,,,,,,,,,,,,d,Green2013
SDSSJ130545.35+383522.7,196.43875,38.58963889,,18.75,8.32,,,,,,,,,,,,d,Green2013
SDSSJ130706.03+144834.6,196.775,14.80961111,,19.76,7.81,,,,,,,,,,,,d,Green2013
SDSSJ130710.95+584452.8,196.7954167,58.748,,16.96,7.12,,,,,,,,,,,,u,Green2013
SDSSJ130734.80+153936.9,196.895,15.66025,,18.78,8.8,,,,,,,,,,,,d,Green2013
SDSSJ130744.53+600903.7,196.9354167,60.15102778,,16.94,,,,,,,,,,,,,dG,Green2013
SDSSJ130750.19+540625.7,196.95875,54.10713889,,18.33,8.47,,,,,,,,,,,,d,Green2013
SDSSJ130826.47+194959.4,197.11,19.83316667,,18.95,8.5,,,,,,,,,,,,u,Green2013
SDSSJ130829.12+233306.4,197.12125,23.55177778,,17.33,7.17,,,,,,,,,,,,d,Green2013
SDSSJ130854.92-002742.3,197.22875,-0.46175,,19.42,8.86,,,,,,,,,,,,d,Green2013
SDSSJ131016.35+391727.1,197.5679167,39.29086111,,20.41,8.33,,,,,,,,,,,,d,Green2013
SDSSJ131026.35+094700.3,197.6095833,9.783416667,,19.28,8.31,,,,,,,,,,,,d,Green2013
SDSSJ131044.25+392213.0,197.6841667,39.37027778,,19.03,8.94,,,,,,,,,,,,d,Green2013
SDSSJ131128.85+582736.8,197.87,58.46022222,,15.34,7.63,,,,,,,,,,,,g,Green2013
SDSSJ131227.72+221435.0,198.1154167,22.24305556,,20.65,8.56,,,,,,,,,,,,nL,Green2013
SDSSJ131255.11+472332.8,198.2295833,47.39244444,,20.49,,,,,,,,,,,,,nL,Green2013
SDSSJ131300.37+334133.0,198.25125,33.6925,,18.39,8.42,,,,,,,,,,,,d,Green2013
SDSSJ131305.60+194410.3,198.2733333,19.73619444,,19.75,9.02,,,,,,,,,,,,n,Green2013
SDSSJ131313.21-001910.4,198.305,-0.319555556,,14.51,7.6,,,,,,,,,,,,g,Green2013
SDSSJ131504.57+145750.8,198.76875,14.96411111,,18.89,8.58,,,,,,,,,,,,d,Green2013
SDSSJ131509.87+412527.6,198.7908333,41.42433333,,20.21,8.6,,,,,,,,,,,,d,Green2013
SDSSJ131519.19+060824.0,198.8295833,6.14,,21.05,,,,,,,,,,,,,uL,Green2013
SDSSJ131539.91+143353.9,198.91625,14.56497222,,18.6,9.65,,,,,,,,,,,,dE,Green2013
SDSSJ131639.65+121529.2,199.165,12.25811111,,18.96,8.56,,,,,,,,,,,,dE,Green2013
SDSSJ131841.09+055427.4,199.6708333,5.907611111,,19.89,9.29,,,,,,,,,,,,d,Green2013
SDSSJ131916.36+464832.0,199.8179167,46.80888889,,19.47,8.61,,,,,,,,,,,,d,Green2013
SDSSJ131921.25+025218.9,199.8383333,2.871916667,,19.49,8.36,,,,,,,,,,,,d,Green2013
SDSSJ131935.39+585454.0,199.8970833,58.915,,20.33,8.43,,,,,,,,,,,,n,Green2013
SDSSJ132000.22+503525.6,200.0008333,50.59044444,,18.79,8.64,,,,,,,,,,,,d,Green2013
SDSSJ132102.93+190304.6,200.2620833,19.05127778,,17.17,8.19,,,,,,,,,,,,u,Green2013
SDSSJ132140.03+255630.8,200.4166667,25.94188889,,16.85,8.26,,,,,,,,,,,,d,Green2013
SDSSJ132147.54+162142.9,200.4479167,16.36191667,,20.65,8.41,,,,,,,,,,,,n,Green2013
SDSSJ132307.04+052048.0,200.7791667,5.346666667,,19.35,7.57,,,,,,,,,,,,d,Green2013
SDSSJ132309.75+050647.7,200.7904167,5.11325,,18.61,7.71,,,,,,,,,,,,d,Green2013
SDSSJ132402.99+195114.4,201.0120833,19.854,,19.41,8.84,,,,,,,,,,,,d,Green2013
SDSSJ132426.42+145023.0,201.11,14.83972222,,20.53,8.28,,,,,,,,,,,,n,Green2013
SDSSJ132449.56+473238.7,201.20625,47.54408333,,18.66,9.25,,,,,,,,,,,,d,Green2013
SDSSJ132510.13+344117.6,201.2920833,34.68822222,,19.42,8.34,,,,,,,,,,,,d,Green2013
SDSSJ132559.81+263351.8,201.4991667,26.56438889,,19.93,8.54,,,,,,,,,,,,d,Green2013
SDSSJ132604.43+605013.9,201.5183333,60.83719444,,19.14,8.34,,,,,,,,,,,,d,Green2013
SDSSJ132621.11+370919.5,201.5879167,37.15541667,,19.29,8.55,,,,,,,,,,,,d,Green2013
SDSSJ132622.21+003743.6,201.5925,0.628777778,,17.22,7.11,,,,,,,,,,,,dG,Green2013
SDSSJ132656.29+282236.7,201.7341667,28.37686111,,19.99,9.14,,,,,,,,,,,,n,Green2013
SDSSJ132703.69+210803.5,201.765,21.13430556,,18.12,8.49,,,,,,,,,,,,d,Green2013
SDSSJ132717.82+153409.4,201.8241667,15.56927778,,18.56,8.61,,,,,,,,,,,,d,Green2013
SDSSJ132728.66+272951.9,201.8691667,27.49775,,19.07,9.22,,,,,,,,,,,,u,Green2013
SDSSJ132755.57+333521.7,201.98125,33.58936111,,19.21,8.1,,,,,,,,,,,,u,Green2013
SDSSJ132819.87+091705.9,202.0825,9.284972222,,19.74,8.56,,,,,,,,,,,,d,Green2013
SDSSJ132840.74+002716.8,202.1695833,0.454666667,,19.41,7.17,,,,,,,,,,,,n,Green2013
SDSSJ133016.10+200841.5,202.5670833,20.14486111,,19.28,8.28,,,,,,,,,,,,d,Green2013
SDSSJ133034.11-022430.3,202.6420833,-2.408416667,,19.46,8.22,,,,,,,,,,,,u,Green2013
SDSSJ133034.43+030307.0,202.6433333,3.051944444,,16.32,7.89,,,,,,,,,,,,g,Green2013
SDSSJ133101.12+140613.1,202.7545833,14.10363889,,19.3,8.44,,,,,,,,,,,,d,Green2013
SDSSJ133103.87+372215.5,202.7658333,37.37097222,,20.26,9.12,,,,,,,,,,,,d,Green2013
SDSSJ133109.16+152057.8,202.7879167,15.34938889,,18.64,8.56,,,,,,,,,,,,n,Green2013
SDSSJ133123.61+482624.4,202.8483333,48.44011111,,18.83,8.89,,,,,,,,,,,,u,Green2013
SDSSJ133140.11+490857.5,202.9170833,49.14930556,,17.96,7.56,,,,,,,,,,,,d,Green2013
SDSSJ133251.10+180645.8,203.2129167,18.11272222,,20.58,,,,,,,,,,,,,d,Green2013
SDSSJ133308.95+410324.7,203.2870833,41.05686111,,20.53,7.98,,,,,,,,,,,,n,Green2013
SDSSJ133401.21+310319.4,203.505,31.05538889,,20.18,8.57,,,,,,,,,,,,d,Green2013
SDSSJ133410.16+210454.7,203.5420833,21.08186111,,20.61,9.63,,,,,,,,,,,,nL,Green2013
SDSSJ133438.60+085343.5,203.6608333,8.895416667,,20.26,,,,,,,,,,,,,dL,Green2013
SDSSJ133458.05+342724.6,203.7416667,34.45683333,,20.28,8.4,,,,,,,,,,,,n,Green2013
SDSSJ133551.86+091123.2,203.9658333,9.189777778,,17.35,7.02,,,,,,,,,,,,uG,Green2013
SDSSJ133632.59+095419.3,204.1354167,9.905361111,,18.68,9.03,,,,,,,,,,,,d,Green2013
SDSSJ133644.21+153554.2,204.1841667,15.59838889,,20.05,7.39,,,,,,,,,,,,n,Green2013
SDSSJ133826.39+362903.1,204.6095833,36.48419444,,20.2,8.93,,,,,,,,,,,,n,Green2013
SDSSJ133841.54+155208.3,204.6729167,15.86897222,,17.14,9.05,,,,,,,,,,,,uE,Green2013
SDSSJ133916.33+660352.8,204.8179167,66.06466667,,18.38,8.3,,,,,,,,,,,,d,Green2013
SDSSJ133956.14+220715.8,204.98375,22.12105556,,20.3,8.46,,,,,,,,,,,,u,Green2013
SDSSJ134022.04+100037.2,205.0916667,10.01033333,,16.64,7.27,,,,,,,,,,,,u,Green2013
SDSSJ134033.62+430804.5,205.14,43.13458333,,19.78,8.4,,,,,,,,,,,,d,Green2013
SDSSJ134217.04+234119.7,205.5708333,23.68880556,,18.32,7.54,,,,,,,,,,,,u,Green2013
SDSSJ134301.57+161718.2,205.75625,16.28838889,,18.95,8.2,,,,,,,,,,,,d,Green2013
SDSSJ134346.21+463424.4,205.9425,46.57344444,,17.75,8.37,,,,,,,,,,,,n,Green2013
SDSSJ134444.01+423544.6,206.1833333,42.59572222,,19.94,8.46,,,,,,,,,,,,n,Green2013
SDSSJ134522.48+514119.8,206.3433333,51.68883333,,18.62,8.07,,,,,,,,,,,,u,Green2013
SDSSJ134554.03+322538.1,206.475,32.42725,,20.53,8.33,,,,,,,,,,,,n,Green2013
SDSSJ134605.10+083659.1,206.52125,8.616416667,,17.71,7.17,,,,,,,,,,,,dG,Green2013
SDSSJ134630.99+342613.4,206.62875,34.43705556,,20.74,,,,,,,,,,,,,nL,Green2013
SDSSJ134704.14+165117.5,206.7670833,16.85486111,,20.26,,,,,,,,,,,,,n,Green2013
SDSSJ134716.69+365649.7,206.8191667,36.94713889,,18.74,,,,,,,,,,,,,d,Green2013
SDSSJ134745.48+655730.6,206.9391667,65.9585,,19,8.58,,,,,,,,,,,,uE,Green2013
SDSSJ134908.23+193602.8,207.2841667,19.60077778,,17.86,7.14,,,,,,,,,,,,uG,Green2013
SDSSJ134911.42+274025.9,207.2975,27.67386111,,20.09,8.63,,,,,,,,,,,,d,Green2013
SDSSJ134923.88+182222.8,207.3491667,18.373,,18.55,6.75,,,,,,,,,,,,dG,Green2013
SDSSJ135023.64+135110.6,207.5983333,13.85294444,,20.39,8.6,,,,,,,,,,,,n,Green2013
SDSSJ135030.20+252423.8,207.6258333,25.40661111,,18.94,8.54,,,,,,,,,,,,d,Green2013
SDSSJ135037.83+402955.4,207.6575,40.49872222,,19.54,7.66,,,,,,,,,,,,d,Green2013
SDSSJ135046.18+505034.0,207.6920833,50.84277778,,19.47,8.25,,,,,,,,,,,,d,Green2013
SDSSJ135057.54+050840.9,207.7395833,5.144694444,,15.98,8.24,,,,,,,,,,,,d,Green2013
SDSSJ135111.97+043153.0,207.7995833,4.531388889,,19.82,8.48,,,,,,,,,,,,d,Green2013
SDSSJ135114.36+190627.3,207.8095833,19.10758333,,20.64,8.58,,,,,,,,,,,,n,Green2013
SDSSJ135124.90+040920.1,207.85375,4.155583333,,18.68,8.24,,,,,,,,,,,,u,Green2013
SDSSJ135155.17+052009.1,207.9795833,5.335861111,,17.34,8.67,,,,,,,,,,,,d,Green2013
SDSSJ135258.92+412050.9,208.2454167,41.34747222,,19.29,8.64,,,,,,,,,,,,d,Green2013
SDSSJ135333.01-004039.4,208.3875,-0.677611111,,16.61,8.5,,,,,,,,,,,,d,Green2013
SDSSJ135355.53+332838.9,208.48125,33.47747222,,20.1,8.22,,,,,,,,,,,,d,Green2013
SDSSJ135400.44+423421.6,208.5016667,42.57266667,,19.69,8.54,,,,,,,,,,,,d,Green2013
SDSSJ135443.78-022641.8,208.6820833,-2.444944444,,20.39,8.36,,,,,,,,,,,,n,Green2013
SDSSJ135502.82+191026.9,208.7616667,19.17413889,,20.18,8.35,,,,,,,,,,,,n,Green2013
SDSSJ135534.06+021151.5,208.8916667,2.197638889,,20.64,7.49,,,,,,,,,,,,dL,Green2013
SDSSJ135547.23+311153.2,208.9466667,31.19811111,,19.39,8.35,,,,,,,,,,,,d,Green2013
SDSSJ135549.44-020912.0,208.9558333,-2.153333333,,19.45,8.19,,,,,,,,,,,,d,Green2013
SDSSJ135636.17+231303.2,209.1504167,23.21755556,,20.62,8.28,,,,,,,,,,,,n,Green2013
SDSSJ135647.49+373945.0,209.1975,37.6625,,18.59,8.57,,,,,,,,,,,,d,Green2013
SDSSJ135653.70-024537.5,209.22375,-2.760416667,,20,8.6,,,,,,,,,,,,n,Green2013
SDSSJ135703.12+232151.9,209.2629167,23.36441667,,18.86,8.45,,,,,,,,,,,,d,Green2013
SDSSJ135758.32+541335.5,209.4929167,54.22652778,,17.93,8.39,,,,,,,,,,,,d,Green2013
SDSSJ135823.85+160122.2,209.5991667,16.02283333,,19.52,7.61,,,,,,,,,,,,d,Green2013
SDSSJ135928.00+180521.1,209.8666667,18.08919444,,18.84,8.29,,,,,,,,,,,,d,Green2013
SDSSJ135948.83+542452.2,209.9533333,54.4145,,18.56,8.03,,,,,,,,,,,,d,Green2013
SDSSJ135953.90+243419.9,209.9745833,24.57219444,,17.1,8.36,,,,,,,,,,,,n,Green2013
SDSSJ135956.23+325214.1,209.9841667,32.87058333,,18.93,8.58,,,,,,,,,,,,u,Green2013
SDSSJ140015.31+355112.5,210.06375,35.85347222,,20.21,8.4,,,,,,,,,,,,d,Green2013
SDSSJ140024.89+074409.4,210.1033333,7.735944444,,18.58,8.18,,,,,,,,,,,,d,Green2013
SDSSJ140325.57+202827.1,210.85625,20.47419444,,17.33,8.4,,,,,,,,,,,,d,Green2013
SDSSJ140327.81+024725.0,210.8658333,2.790277778,,19.42,8.42,,,,,,,,,,,,d,Green2013
SDSSJ140347.23+193345.5,210.9466667,19.56263889,,18.91,8.49,,,,,,,,,,,,d,Green2013
SDSSJ140350.01+213614.5,210.9583333,21.60402778,,19.99,8.37,,,,,,,,,,,,d,Green2013
SDSSJ140411.94-014951.4,211.0495833,-1.830944444,,20.02,,,,,,,,,,,,,d,Green2013
SDSSJ140425.26+013252.7,211.105,1.547972222,,15.99,8.59,,,,,,,,,,,,g,Green2013
SDSSJ140431.60+435457.3,211.1316667,43.91591667,,19.98,8.64,,,,,,,,,,,,d,Green2013
SDSSJ140527.10+363935.5,211.3629167,36.65986111,,18.35,6.91,,,,,,,,,,,,uG,Green2013
SDSSJ140623.94+272036.0,211.5995833,27.34333333,,20.46,,,,,,,,,,,,,n,Green2013
SDSSJ140659.80+264203.6,211.7491667,26.701,,19.93,8.39,,,,,,,,,,,,d,Green2013
SDSSJ140856.82+265745.6,212.2366667,26.96266667,,19.12,8.17,,,,,,,,,,,,u,Green2013
SDSSJ140904.58+251046.9,212.26875,25.17969444,,20.25,,,,,,,,,,,,,d,Green2013
SDSSJ140909.99+375559.4,212.29125,37.93316667,,15.85,7.33,,,,,,,,,,,,n,Green2013
SDSSJ140950.69+353759.0,212.4608333,35.63305556,,19.55,8.5,,,,,,,,,,,,d,Green2013
SDSSJ141046.21-011332.1,212.6925,-1.225583333,,19.29,8.25,,,,,,,,,,,,d,Green2013
SDSSJ141055.93+513344.9,212.7329167,51.56247222,,18.15,7.95,,,,,,,,,,,,u,Green2013
SDSSJ141105.47+373242.9,212.7725,37.54525,,19.38,8.42,,,,,,,,,,,,d,Green2013
SDSSJ141111.54+614933.6,212.7979167,61.826,,18.73,7.72,,,,,,,,,,,,d,Green2013
SDSSJ141126.97+370102.9,212.8620833,37.01747222,,19.54,8.15,,,,,,,,,,,,d,Green2013
SDSSJ141137.02+202506.5,212.9041667,20.41847222,,17.53,8.29,,,,,,,,,,,,d,Green2013
SDSSJ141144.61+375006.5,212.9358333,37.83513889,,19.38,8.66,,,,,,,,,,,,u,Green2013
SDSSJ141210.09+485030.9,213.0416667,48.84191667,,19.02,8.64,,,,,,,,,,,,u,Green2013
SDSSJ141223.16+251425.4,213.09625,25.24038889,,19.35,7.67,,,,,,,,,,,,d,Green2013
SDSSJ141250.40+122353.1,213.21,12.39808333,,20.36,8.26,,,,,,,,,,,,d,Green2013
SDSSJ141324.15+015547.7,213.3504167,1.929916667,,18.74,8.48,,,,,,,,,,,,d,Green2013
SDSSJ141344.89+295430.6,213.4366667,29.9085,,19.91,9.61,,,,,,,,,,,,d,Green2013
SDSSJ141412.57+030647.6,213.5520833,3.113222222,,15.92,8.01,,,,,,,,,,,,g,Green2013
SDSSJ141421.39+043129.2,213.58875,4.524777778,,20.21,8.4,,,,,,,,,,,,n,Green2013
SDSSJ141459.12+133731.7,213.74625,13.62547222,,15.8,8.56,,,,,,,,,,,,d,Green2013
SDSSJ141511.33+425447.6,213.7970833,42.91322222,,20.12,7.73,,,,,,,,,,,,u,Green2013
SDSSJ141515.26+514128.2,213.8133333,51.69116667,,19.76,,,,,,,,,,,,,d,Green2013
SDSSJ141635.29+251249.0,214.1466667,25.21361111,,18.41,8.78,,,,,,,,,,,,n,Green2013
SDSSJ141644.31+132749.5,214.1845833,13.46375,,19.17,8.77,,,,,,,,,,,,u,Green2013
SDSSJ141736.15+213002.4,214.4004167,21.50066667,,19.83,7.63,,,,,,,,,,,,d,Green2013
SDSSJ141747.51+555332.6,214.4479167,55.89238889,,16.42,6.82,,,,,,,,,,,,gG,Green2013
SDSSJ141754.26+514132.0,214.4758333,51.69222222,,16.65,8.33,,,,,,,,,,,,d,Green2013
SDSSJ141818.66+131130.0,214.5775,13.19166667,,20.19,,,,,,,,,,,,,d,Green2013
SDSSJ141835.76+135704.1,214.64875,13.95113889,,20.31,8.22,,,,,,,,,,,,n,Green2013
SDSSJ141858.80+420228.8,214.745,42.04133333,,23.17,,,,,,,,,,,,,n,Green2013
SDSSJ141918.80+282343.1,214.8283333,28.39530556,,19.32,8.51,,,,,,,,,,,,d,Green2013
SDSSJ141921.83+052922.4,214.8408333,5.489555556,,17.9,8.4,,,,,,,,,,,,d,Green2013
SDSSJ142027.70+085514.3,215.1154167,8.920638889,,19.75,9.6,,,,,,,,,,,,u,Green2013
SDSSJ142031.96+440929.2,215.1329167,44.15811111,,18.61,8.78,,,,,,,,,,,,d,Green2013
SDSSJ142058.67+293948.2,215.2441667,29.66338889,,19.88,8.57,,,,,,,,,,,,d,Green2013
SDSSJ142112.42-004822.5,215.3016667,-0.80625,,19.07,8.41,,,,,,,,,,,,u,Green2013
SDSSJ142151.04+450739.0,215.4625,45.1275,,17.32,7.22,,,,,,,,,,,,dG,Green2013
SDSSJ142158.53+553758.5,215.49375,55.63291667,,17.29,7.26,,,,,,,,,,,,d,Green2013
SDSSJ142206.57+340949.2,215.5270833,34.16366667,,20.01,8.31,,,,,,,,,,,,d,Green2013
SDSSJ142312.35-022824.1,215.80125,-2.473361111,,17.7,7.71,,,,,,,,,,,,u,Green2013
SDSSJ142343.06+402613.1,215.9291667,40.43697222,,20.27,7.94,,,,,,,,,,,,d,Green2013
SDSSJ142510.85+092131.1,216.295,9.358638889,,18.12,8.55,,,,,,,,,,,,d,Green2013
SDSSJ142534.19+242030.2,216.3920833,24.34172222,,19,8.42,,,,,,,,,,,,d,Green2013
SDSSJ142535.13+024730.7,216.39625,2.791861111,,19.18,7.12,,,,,,,,,,,,u,Green2013
SDSSJ142612.27+473119.7,216.5508333,47.52213889,,20.17,8.86,,,,,,,,,,,,d,Green2013
SDSSJ142704.39+281735.8,216.7679167,28.29327778,,20.2,,,,,,,,,,,,,d,Green2013
SDSSJ142811.99+443439.7,217.0495833,44.57769444,,18.31,7.22,,,,,,,,,,,,dG,Green2013
SDSSJ142935.18+284458.1,217.39625,28.74947222,,16.47,7.53,,,,,,,,,,,,g,Green2013
SDSSJ142951.79+432005.8,217.4654167,43.33494444,,20.45,8.42,,,,,,,,,,,,nL,Green2013
SDSSJ142955.86+064252.9,217.4825,6.714694444,,20.39,7.53,,,,,,,,,,,,n,Green2013
SDSSJ143011.48+120630.6,217.5475,12.1085,,20.36,8.37,,,,,,,,,,,,n,Green2013
SDSSJ143019.66+534204.5,217.5816667,53.70125,,19.27,7.93,,,,,,,,,,,,d,Green2013
SDSSJ143052.31+092020.0,217.7179167,9.338888889,,16.36,7.12,,,,,,,,,,,,gG,Green2013
SDSSJ143100.09+131545.1,217.75,13.26252778,,18.92,8.61,,,,,,,,,,,,dE,Green2013
SDSSJ143134.86+190643.7,217.895,19.11213889,,20.38,8.41,,,,,,,,,,,,n,Green2013
SDSSJ143156.34+034228.3,217.9845833,3.707861111,,20.42,,,,,,,,,,,,,n,Green2013
SDSSJ143221.74+265638.4,218.0904167,26.944,,19.75,8.22,,,,,,,,,,,,d,Green2013
SDSSJ143358.78+143350.8,218.4945833,14.56411111,,17.09,8.63,,,,,,,,,,,,d,Green2013
SDSSJ143525.61+573008.9,218.8566667,57.50247222,,17.37,6.72,,,,,,,,,,,,uG,Green2013
SDSSJ143533.00+410548.5,218.8875,41.09680556,,20.63,8.46,,,,,,,,,,,,dL,Green2013
SDSSJ143606.19+430949.8,219.0254167,43.16383333,,19.21,8.37,,,,,,,,,,,,d,Green2013
SDSSJ143608.42+362232.8,219.035,36.37577778,,18.79,8.37,,,,,,,,,,,,d,Green2013
SDSSJ143646.43+633218.1,219.1933333,63.53836111,,20.59,8.42,,,,,,,,,,,,n,Green2013
SDSSJ143843.50+440429.5,219.68125,44.07486111,,19.61,8.43,,,,,,,,,,,,d,Green2013
SDSSJ144104.98-013824.4,220.2704167,-1.640111111,,19.4,8.76,,,,,,,,,,,,d,Green2013
SDSSJ144150.90-002424.3,220.4620833,-0.40675,,17.87,9.27,,,,,,,,,,,,u,Green2013
SDSSJ144233.49+044438.5,220.6391667,4.744027778,,16.15,8.33,,,,,,,,,,,,g,Green2013
SDSSJ144400.88+153305.5,221.0033333,15.55152778,,20.19,8.03,,,,,,,,,,,,d,Green2013
SDSSJ144417.22+504434.3,221.0716667,50.74286111,,20.39,8.52,,,,,,,,,,,,dL,Green2013
SDSSJ144428.79+021430.6,221.1195833,2.241833333,,19.37,8.57,,,,,,,,,,,,d,Green2013
SDSSJ144448.40+043944.2,221.2016667,4.662277778,,19.62,8.51,,,,,,,,,,,,d,Green2013
SDSSJ144448.86-011056.3,221.2033333,-1.182305556,,15.21,,,,,,,,,,,,,g,Green2013
SDSSJ144453.14+410733.5,221.22125,41.12597222,,19.96,9.01,,,,,,,,,,,,d,Green2013
SDSSJ144458.41+222158.2,221.2433333,22.36616667,,19.51,8.4,,,,,,,,,,,,d,Green2013
SDSSJ144514.70+121152.0,221.31125,12.19777778,,17.64,7.16,,,,,,,,,,,,uG,Green2013
SDSSJ144519.61+123356.3,221.3316667,12.56563889,,18.7,8.46,,,,,,,,,,,,d,Green2013
SDSSJ144631.08-005500.4,221.6291667,-0.916777778,,15.23,,,,,,,,,,,,,gE,Green2013
SDSSJ144716.38+155425.8,221.8179167,15.90716667,,17.62,8.34,,,,,,,,,,,,d,Green2013
