name,ra,dec,sloan_g_mag,sloan_r_mag,sloan_i_mag,sloan_z_mag,galah_g_mag,galah_r_mag,galah_i_mag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,class_green13,origin
SDSSJ032043.62+054223.3,50.18166667,5.706472222,,19.97,,,,,,,,,,,,,dL,Green2013
SDSSJ032441.45-071513.8,51.1725,-7.253833333,,19.02,8.19,,,,,,,,,,,,u,Green2013
SDSSJ032621.03+182041.9,51.5875,18.34497222,,16.5,7.26,,,,,,,,,,,,gG,Green2013
SDSSJ033004.03+051450.8,52.51666667,5.247444444,,18.8,7.08,,,,,,,,,,,,d,Green2013
SDSSJ033447.34-000715.7,53.69708333,-0.121027778,,18.35,7.36,,,,,,,,,,,,d,Green2013
SDSSJ033704.05-001602.9,54.26666667,-0.267472222,,18.65,9.12,,,,,,,,,,,,dE,Green2013
SDSSJ034229.31-003423.6,55.62208333,-0.573222222,,18.06,6.85,,,,,,,,,,,,dG,Green2013
SDSSJ035123.90+092451.3,57.84958333,9.41425,,16.25,7.32,,,,,,,,,,,,gG,Green2013
SDSSJ035134.87+010442.1,57.895,1.078361111,,19.04,7.64,,,,,,,,,,,,d,Green2013
SDSSJ035202.73+104424.4,58.01125,10.74011111,,17.64,7.51,,,,,,,,,,,,d,Green2013
SDSSJ035225.72+105125.6,58.10708333,10.85711111,,20.2,7.13,,,,,,,,,,,,d,Green2013
SDSSJ035233.12+094641.0,58.13791667,9.778055556,,18.43,6.72,,,,,,,,,,,,dG,Green2013
SDSSJ035620.04+104025.1,59.08333333,10.67363889,,16.21,7.36,,,,,,,,,,,,g,Green2013
SDSSJ040455.73-063753.2,61.23208333,-6.631444444,,19.75,9.03,,,,,,,,,,,,d,Green2013
SDSSJ041305.57+165530.8,63.27291667,16.92522222,,18.55,,,,,,,,,,,,,n,Green2013
SDSSJ041841.19+060819.0,64.67125,6.138611111,,19.19,,,,,,,,,,,,,u,Green2013
SDSSJ043942.62+215808.7,69.9275,21.96908333,,15.89,7.12,,,,,,,,,,,,g,Green2013
SDSSJ044713.99+230705.3,71.80791667,23.11813889,,16.03,7.1,,,,,,,,,,,,g,Green2013
SDSSJ045135.21-043125.2,72.89666667,-4.523666667,,19.24,9.57,,,,,,,,,,,,d,Green2013
SDSSJ060715.41+241602.4,91.81416667,24.26733333,,15.22,7.52,,,,,,,,,,,,g,Green2013
SDSSJ063308.86+270101.5,98.28666667,27.01708333,,16.21,7.27,,,,,,,,,,,,g,Green2013
SDSSJ063313.18+840900.1,98.30458333,84.15002778,,15.9,7.27,,,,,,,,,,,,g,Green2013
SDSSJ065256.65+290559.1,103.2358333,29.09975,,18,8.37,,,,,,,,,,,,d,Green2013
SDSSJ073048.27+345729.8,112.7008333,34.95827778,,16.91,7.34,,,,,,,,,,,,dG,Green2013
SDSSJ073341.27+222758.9,113.4216667,22.46636111,,18.05,6.48,,,,,,,,,,,,d,Green2013
SDSSJ073550.33+162259.0,113.9595833,16.38305556,,18.53,8.05,,,,,,,,,,,,d,Green2013
SDSSJ073616.98+454533.5,114.0704167,45.75930556,,17.48,8.86,,,,,,,,,,,,d,Green2013
SDSSJ073621.30+390725.2,114.08875,39.12366667,,18.43,8.34,,,,,,,,,,,,d,Green2013
SDSSJ073805.73+274148.8,114.52375,27.69688889,,18.44,8.54,,,,,,,,,,,,d,Green2013
SDSSJ073936.19+184712.2,114.9004167,18.78672222,,15.36,7.58,,,,,,,,,,,,g,Green2013
SDSSJ073942.93+175211.5,114.92875,17.86986111,,18.4,7.3,,,,,,,,,,,,uG,Green2013
SDSSJ073956.40+653301.2,114.985,65.55033333,,18.37,7.37,,,,,,,,,,,,uG,Green2013
SDSSJ074057.80+415932.5,115.2408333,41.99236111,,19.28,7.88,,,,,,,,,,,,d,Green2013
SDSSJ074109.31+243602.9,115.28875,24.60080556,,19.93,8.43,,,,,,,,,,,,d,Green2013
SDSSJ074252.20+284421.7,115.7175,28.73936111,,18.31,8.16,,,,,,,,,,,,u,Green2013
SDSSJ074257.17+465917.9,115.7379167,46.98830556,,15.77,8.78,,,,,,,,,,,,d,Green2013
SDSSJ074401.35+493452.4,116.0054167,49.58122222,,19.27,7.62,,,,,,,,,,,,u,Green2013
SDSSJ074519.03+192925.2,116.3291667,19.49033333,,19.39,8.29,,,,,,,,,,,,d,Green2013
SDSSJ074600.27+283728.8,116.5008333,28.62466667,,14.4,,,,,,,,,,,,,dG,Green2013
SDSSJ074638.21+400403.4,116.6591667,40.06761111,,19.5,8.41,,,,,,,,,,,,d,Green2013
SDSSJ074652.99+203207.2,116.7204167,20.53533333,,17.56,8.35,,,,,,,,,,,,u,Green2013
SDSSJ074710.47+245926.5,116.7933333,24.99069444,,19.42,7.94,,,,,,,,,,,,u,Green2013
SDSSJ074743.33+173301.9,116.9304167,17.55052778,,15.48,7.37,,,,,,,,,,,,gG,Green2013
SDSSJ074804.04+215206.5,117.0166667,21.86847222,,18.41,8.4,,,,,,,,,,,,d,Green2013
SDSSJ074836.39+421052.5,117.15125,42.18125,,17.59,7.28,,,,,,,,,,,,uG,Green2013
SDSSJ074908.53+284343.3,117.2854167,28.72869444,,20.26,8.93,,,,,,,,,,,,uL,Green2013
SDSSJ075006.35+344125.6,117.52625,34.69044444,,17.77,7.24,,,,,,,,,,,,dG,Green2013
SDSSJ075025.69+484756.1,117.6066667,48.79891667,,19.77,8.54,,,,,,,,,,,,u,Green2013
SDSSJ075053.80+094740.5,117.7241667,9.794583333,,18.35,7.21,,,,,,,,,,,,dG,Green2013
SDSSJ075116.37+391201.4,117.8179167,39.20038889,,17.61,8.6,,,,,,,,,,,,u,Green2013
SDSSJ075228.63+280547.5,118.1191667,28.09652778,,20.11,8.44,,,,,,,,,,,,d,Green2013
SDSSJ075229.76+291541.5,118.12375,29.26152778,,19.63,8.38,,,,,,,,,,,,d,Green2013
SDSSJ075327.49+181248.9,118.3641667,18.21358333,,17.71,8.58,,,,,,,,,,,,d,Green2013
SDSSJ075610.37+235757.2,119.0429167,23.96588889,,17.65,6.34,,,,,,,,,,,,dG,Green2013
SDSSJ075743.54+131415.1,119.43125,13.23752778,,19.6,8.46,,,,,,,,,,,,d,Green2013
SDSSJ075810.99+260954.6,119.5454167,26.16516667,,20.15,8.78,,,,,,,,,,,,uL,Green2013
SDSSJ075826.33+114923.4,119.6095833,11.82316667,,19.77,8.67,,,,,,,,,,,,u,Green2013
SDSSJ075830.79+160406.0,119.6279167,16.06833333,,18.64,7.91,,,,,,,,,,,,u,Green2013
SDSSJ075831.06+114156.6,119.6291667,11.69905556,,20.47,8.47,,,,,,,,,,,,n,Green2013
SDSSJ075851.94+203001.0,119.71625,20.50027778,,19.17,9.19,,,,,,,,,,,,u,Green2013
SDSSJ075855.90+335837.9,119.7329167,33.97719444,,18.09,,,,,,,,,,,,,uE,Green2013
SDSSJ075953.65+434021.0,119.9733333,43.6725,,19.48,9.08,,,,,,,,,,,,u,Green2013
SDSSJ080040.60+292437.9,120.1691667,29.41052778,,20.47,,,,,,,,,,,,,n,Green2013
SDSSJ080156.39+395043.7,120.4845833,39.84547222,,18.44,8.5,,,,,,,,,,,,u,Green2013
SDSSJ080203.18+165502.8,120.5129167,16.91744444,,18.62,8.61,,,,,,,,,,,,d,Green2013
SDSSJ080228.09+062629.4,120.6166667,6.4415,,18.09,7.48,,,,,,,,,,,,u,Green2013
SDSSJ080345.12+062729.6,120.9379167,6.458222222,,17.77,,,,,,,,,,,,,dG,Green2013
SDSSJ080357.29+263113.2,120.9883333,26.52033333,,20.36,9.2,,,,,,,,,,,,d,Green2013
SDSSJ080451.45+070741.5,121.2141667,7.128194444,,19.49,8.35,,,,,,,,,,,,d,Green2013
SDSSJ080648.43+060544.0,121.7016667,6.095555556,,18.96,7.98,,,,,,,,,,,,d,Green2013
SDSSJ080701.12+073959.9,121.7545833,7.666638889,,19.69,8.97,,,,,,,,,,,,u,Green2013
SDSSJ080806.06+293634.0,122.025,29.60944444,,18.34,7.66,,,,,,,,,,,,u,Green2013
SDSSJ080814.77+114919.9,122.06125,11.82219444,,20.18,8.7,,,,,,,,,,,,n,Green2013
SDSSJ080903.54+071544.5,122.2645833,7.262361111,,18.53,8.29,,,,,,,,,,,,d,Green2013
SDSSJ081223.91+070407.0,123.0995833,7.068611111,,19.09,8.55,,,,,,,,,,,,u,Green2013
SDSSJ081338.28+112321.2,123.4091667,11.38922222,,17.95,8.04,,,,,,,,,,,,u,Green2013
SDSSJ081406.73+135212.0,123.5279167,13.87,,18.97,8.59,,,,,,,,,,,,d,Green2013
SDSSJ081407.91+105122.3,123.5329167,10.85619444,,18.16,8.22,,,,,,,,,,,,d,Green2013
SDSSJ081413.11+062408.7,123.5545833,6.402416667,,19.15,8.36,,,,,,,,,,,,u,Green2013
SDSSJ081413.47+144012.6,123.5558333,14.67016667,,20.78,8.66,,,,,,,,,,,,n,Green2013
SDSSJ081435.76-075603.2,123.64875,-7.934222222,,18.25,8.04,,,,,,,,,,,,u,Green2013
SDSSJ081445.65+302214.6,123.69,30.37072222,,19.14,7.47,,,,,,,,,,,,u,Green2013
SDSSJ081546.67+095952.7,123.9441667,9.997972222,,18.24,8.63,,,,,,,,,,,,uE,Green2013
SDSSJ081617.30+275701.1,124.0720833,27.95030556,,20.39,8.21,,,,,,,,,,,,nL,Green2013
SDSSJ081647.42+193405.3,124.1975,19.56813889,,19.46,8.17,,,,,,,,,,,,u,Green2013
SDSSJ081807.45+223427.6,124.5308333,22.57433333,,15.56,8.33,,,,,,,,,,,,d,Green2013
SDSSJ081824.34+385423.5,124.60125,38.90652778,,19.58,7.29,,,,,,,,,,,,dG,Green2013
SDSSJ081906.43+054254.7,124.7766667,5.715194444,,17.81,8.71,,,,,,,,,,,,u,Green2013
SDSSJ082013.72+191625.2,125.0570833,19.27366667,,19.02,8.26,,,,,,,,,,,,u,Green2013
SDSSJ082113.86+534755.8,125.3075,53.79883333,,17.36,8.53,,,,,,,,,,,,d,Green2013
SDSSJ082127.90+333037.2,125.36625,33.51033333,,19.46,7.7,,,,,,,,,,,,d,Green2013
SDSSJ082251.41+461232.2,125.7141667,46.20894444,,17.26,8.35,,,,,,,,,,,,d,Green2013
SDSSJ082347.38+083301.7,125.9470833,8.550472222,,17.13,8.56,,,,,,,,,,,,d,Green2013
SDSSJ082420.75+540617.2,126.08625,54.10477778,,20.25,8.36,,,,,,,,,,,,n,Green2013
SDSSJ082541.21+185820.8,126.4216667,18.97244444,,19.44,8.51,,,,,,,,,,,,d,Green2013
SDSSJ082605.45+194025.4,126.5225,19.67372222,,19.41,8.25,,,,,,,,,,,,u,Green2013
SDSSJ082626.75+470911.7,126.61125,47.15325,,17.77,8.37,,,,,,,,,,,,d,Green2013
SDSSJ082656.66+043409.0,126.7358333,4.569166667,,18.53,8.71,,,,,,,,,,,,d,Green2013
SDSSJ082757.73+090938.1,126.9904167,9.160583333,,19.15,8.64,,,,,,,,,,,,u,Green2013
SDSSJ082837.14+331231.8,127.1545833,33.20883333,,20.42,8.5,,,,,,,,,,,,n,Green2013
SDSSJ082955.77+183532.5,127.4820833,18.59236111,,20.44,,,,,,,,,,,,,n,Green2013
SDSSJ083001.27+213321.7,127.505,21.55602778,,20.22,8.61,,,,,,,,,,,,d,Green2013
SDSSJ083022.06+065516.2,127.5916667,6.921166667,,19.47,9.49,,,,,,,,,,,,uE,Green2013
SDSSJ083025.91+194700.9,127.6079167,19.78358333,,20.03,9.32,,,,,,,,,,,,d,Green2013
SDSSJ083026.60+204023.3,127.6108333,20.67313889,,19.6,8.67,,,,,,,,,,,,d,Green2013
SDSSJ083125.85+071142.4,127.8575,7.195111111,,20.25,8.45,,,,,,,,,,,,n,Green2013
SDSSJ083336.62-051037.3,128.4025,-5.177027778,,17.05,6.9,,,,,,,,,,,,dG,Green2013
SDSSJ083354.83+165816.9,128.4783333,16.97136111,,19.21,8.49,,,,,,,,,,,,d,Green2013
SDSSJ083408.12+354811.6,128.53375,35.80322222,,18.28,8.21,,,,,,,,,,,,u,Green2013
SDSSJ083408.37+264144.4,128.5345833,26.69566667,,17.65,8.32,,,,,,,,,,,,d,Green2013
SDSSJ083419.93+143652.6,128.5829167,14.61461111,,19.41,7.3,,,,,,,,,,,,d,Green2013
SDSSJ083451.15+074008.7,128.7129167,7.669083333,,16.55,8.61,,,,,,,,,,,,d,Green2013
SDSSJ083453.03+113323.2,128.7208333,11.55644444,,20.1,9.07,,,,,,,,,,,,d,Green2013
SDSSJ083526.03+154348.5,128.8583333,15.73013889,,20.15,8.44,,,,,,,,,,,,n,Green2013
SDSSJ083541.58+114939.6,128.9229167,11.82766667,,19.04,8.52,,,,,,,,,,,,d,Green2013
SDSSJ083556.09+841102.9,128.9833333,84.18413889,,18.79,6.4,,,,,,,,,,,,dG,Green2013
SDSSJ083700.20+301150.5,129.2508333,30.19736111,,20.14,8.54,,,,,,,,,,,,n,Green2013
SDSSJ083722.40+522744.3,129.3433333,52.46230556,,18.29,7.54,,,,,,,,,,,,d,Green2013
SDSSJ083915.06+453839.9,129.8125,45.64441667,,17.75,7.82,,,,,,,,,,,,u,Green2013
SDSSJ084024.08+191855.3,130.1,19.31536111,,19.76,8.44,,,,,,,,,,,,d,Green2013
SDSSJ084026.53+072749.7,130.1104167,7.463805556,,20.11,8.59,,,,,,,,,,,,uL,Green2013
SDSSJ084130.12+435136.7,130.3754167,43.86019444,,19.44,8.42,,,,,,,,,,,,d,Green2013
SDSSJ084149.50+253319.8,130.45625,25.5555,,19.33,8.73,,,,,,,,,,,,n,Green2013
SDSSJ084150.10+282956.4,130.45875,28.499,,19.8,8.56,,,,,,,,,,,,d,Green2013
SDSSJ084255.85+055431.8,130.7325,5.908833333,,17.08,7.3,,,,,,,,,,,,dG,Green2013
SDSSJ084256.88+332124.4,130.7366667,33.35677778,,19.18,8.17,,,,,,,,,,,,d,Green2013
SDSSJ084259.79+225729.8,130.74875,22.95827778,,17.13,8.2,,,,,,,,,,,,uE,Green2013
SDSSJ084332.54+184600.2,130.8854167,18.76672222,,19.32,7.61,,,,,,,,,,,,d,Green2013
SDSSJ084341.96+420403.5,130.9245833,42.06763889,,18.7,8.51,,,,,,,,,,,,d,Green2013
SDSSJ084650.02+081453.9,131.7083333,8.248305556,,17.52,8.49,,,,,,,,,,,,d,Green2013
SDSSJ084720.16+003340.4,131.83375,0.561222222,,20.76,8.66,,,,,,,,,,,,nL,Green2013
SDSSJ084938.10+580414.6,132.40875,58.07072222,,19.22,8.74,,,,,,,,,,,,u,Green2013
SDSSJ085023.76+255341.5,132.59875,25.89486111,,19.3,8.43,,,,,,,,,,,,d,Green2013
SDSSJ085103.36+153506.4,132.76375,15.58511111,,18.35,8.19,,,,,,,,,,,,u,Green2013
SDSSJ085146.87+070334.9,132.945,7.059694444,,18.87,7.26,,,,,,,,,,,,dG,Green2013
SDSSJ085212.77+383721.8,133.0529167,38.62272222,,19.95,8.52,,,,,,,,,,,,d,Green2013
SDSSJ085234.56+103505.7,133.14375,10.58491667,,20.17,8.57,,,,,,,,,,,,u,Green2013
SDSSJ085241.64+052207.3,133.1733333,5.368694444,,16.75,8.52,,,,,,,,,,,,d,Green2013
SDSSJ085325.61+163829.6,133.3566667,16.64155556,,19.93,8.81,,,,,,,,,,,,d,Green2013
SDSSJ085338.63+184325.5,133.4108333,18.72375,,18.33,8.48,,,,,,,,,,,,d,Green2013
SDSSJ085348.95+442943.0,133.45375,44.49527778,,19.72,8.56,,,,,,,,,,,,d,Green2013
SDSSJ085433.83+140757.5,133.6408333,14.13263889,,20.68,8.44,,,,,,,,,,,,n,Green2013
SDSSJ085718.19+240509.9,134.3254167,24.08608333,,19.04,8.75,,,,,,,,,,,,d,Green2013
SDSSJ085725.84+172052.0,134.3575,17.34777778,,20.28,,,,,,,,,,,,,n,Green2013
SDSSJ085732.32+203941.9,134.3845833,20.66163889,,20.02,8.41,,,,,,,,,,,,n,Green2013
SDSSJ085818.99+065219.2,134.57875,6.872,,13.64,,,,,,,,,,,,,g,Green2013
SDSSJ085853.28+012243.5,134.7216667,1.37875,,18.29,9.15,,,,,,,,,,,,dE,Green2013
SDSSJ085902.05+355612.8,134.7583333,35.93688889,,17.34,7.34,,,,,,,,,,,,uG,Green2013
SDSSJ085935.75+601614.3,134.89875,60.27063889,,16.32,,,,,,,,,,,,,dG,Green2013
SDSSJ085939.31+282444.1,134.91375,28.41225,,19.27,8.01,,,,,,,,,,,,d,Green2013
SDSSJ085953.60+092345.0,134.9733333,9.395833333,,19.38,8.64,,,,,,,,,,,,dE,Green2013
SDSSJ090011.35-003606.4,135.0470833,-0.601777778,,18.41,8.38,,,,,,,,,,,,d,Green2013
SDSSJ090022.53+441701.3,135.09375,44.28369444,,19,8.44,,,,,,,,,,,,u,Green2013
SDSSJ090128.28+323833.5,135.3675,32.64263889,,17.04,8.27,,,,,,,,,,,,dE,Green2013
SDSSJ090144.21+074042.5,135.4341667,7.678472222,,18.71,8.04,,,,,,,,,,,,d,Green2013
SDSSJ090148.19+365402.7,135.4504167,36.90075,,18.34,7.1,,,,,,,,,,,,dG,Green2013
SDSSJ090242.29+050503.0,135.6758333,5.084166667,,19.66,8.66,,,,,,,,,,,,u,Green2013
SDSSJ090355.19+325114.0,135.9795833,32.85388889,,19.25,8.6,,,,,,,,,,,,d,Green2013
SDSSJ090546.36+202438.1,136.4429167,20.41058333,,18.38,,,,,,,,,,,,,u,Green2013
SDSSJ090756.12+045625.3,136.98375,4.940361111,,19.48,8.54,,,,,,,,,,,,u,Green2013
SDSSJ090853.27+330930.8,137.2216667,33.15855556,,19.58,8.35,,,,,,,,,,,,d,Green2013
SDSSJ090859.89+460545.3,137.2491667,46.09591667,,17.14,8.12,,,,,,,,,,,,uG,Green2013
SDSSJ090924.95+372748.8,137.35375,37.46355556,,19.79,9.6,,,,,,,,,,,,d,Green2013
SDSSJ091007.61+521612.4,137.5316667,52.27011111,,17.01,8.53,,,,,,,,,,,,d,Green2013
SDSSJ091019.21+041211.6,137.58,4.203222222,,19.03,8.51,,,,,,,,,,,,d,Green2013
SDSSJ091133.56+085121.0,137.8895833,8.855833333,,20.56,8.87,,,,,,,,,,,,nEL,Green2013
SDSSJ091207.87+184717.8,138.0325,18.78827778,,17.85,7.91,,,,,,,,,,,,d,Green2013
SDSSJ091234.94+125019.9,138.1454167,12.83886111,,19.66,8.53,,,,,,,,,,,,n,Green2013
SDSSJ091310.83+135419.7,138.295,13.90547222,,19.27,8.61,,,,,,,,,,,,d,Green2013
SDSSJ091335.63+492444.7,138.3983333,49.41241667,,19.81,8.4,,,,,,,,,,,,u,Green2013
SDSSJ091336.99+034839.1,138.40375,3.810861111,,18.87,8.07,,,,,,,,,,,,d,Green2013
SDSSJ091349.60+250203.9,138.4566667,25.03441667,,17.62,7.54,,,,,,,,,,,,u,Green2013
SDSSJ091357.76+245535.6,138.4904167,24.92655556,,19.32,9.02,,,,,,,,,,,,u,Green2013
SDSSJ091406.56+063254.2,138.5270833,6.548388889,,17.93,8.52,,,,,,,,,,,,d,Green2013
SDSSJ091445.59+114433.3,138.6895833,11.74258333,,19.28,8.25,,,,,,,,,,,,d,Green2013
SDSSJ091735.99+254611.7,139.3995833,25.76991667,,20.61,8.58,,,,,,,,,,,,n,Green2013
SDSSJ091828.34+322116.7,139.6179167,32.35463889,,19.21,8.9,,,,,,,,,,,,d,Green2013
SDSSJ091836.49+363846.8,139.6516667,36.64633333,,19.59,8.72,,,,,,,,,,,,u,Green2013
SDSSJ091914.47+214815.1,139.81,21.80419444,,19.48,7.82,,,,,,,,,,,,d,Green2013
SDSSJ091922.12+080621.2,139.8420833,8.105888889,,19.86,8.88,,,,,,,,,,,,d,Green2013
SDSSJ092014.17+304233.1,140.05875,30.70919444,,20.36,8.74,,,,,,,,,,,,n,Green2013
SDSSJ092113.82+294652.1,140.3075,29.78113889,,19.38,,,,,,,,,,,,,d,Green2013
SDSSJ092121.21+085240.4,140.3383333,8.877888889,,20.14,8.61,,,,,,,,,,,,n,Green2013
SDSSJ092131.41+261016.2,140.3808333,26.17116667,,19.27,8.78,,,,,,,,,,,,d,Green2013
SDSSJ092158.44+343720.4,140.4933333,34.62233333,,17.4,8.36,,,,,,,,,,,,u,Green2013
SDSSJ092244.78+075704.0,140.68625,7.951111111,,18.88,8.52,,,,,,,,,,,,d,Green2013
SDSSJ092256.12+181918.6,140.73375,18.32183333,,18.13,8.29,,,,,,,,,,,,d,Green2013
SDSSJ092305.30+201634.0,140.7720833,20.27611111,,19.39,8.15,,,,,,,,,,,,d,Green2013
SDSSJ092313.35+051000.9,140.8054167,5.166916667,,19.14,8.73,,,,,,,,,,,,d,Green2013
SDSSJ092356.73+214510.2,140.98625,21.75283333,,18.98,8.65,,,,,,,,,,,,u,Green2013
SDSSJ092423.44+114503.9,141.0975,11.75108333,,18.83,8.56,,,,,,,,,,,,u,Green2013
SDSSJ092429.76+220139.0,141.12375,22.0275,,18.51,7.2,,,,,,,,,,,,dG,Green2013
SDSSJ092508.21+010545.4,141.2841667,1.095944444,,17.93,8.27,,,,,,,,,,,,u,Green2013
SDSSJ092533.92+060940.6,141.39125,6.161277778,,19.04,8.46,,,,,,,,,,,,d,Green2013
SDSSJ092550.82+361152.0,141.4616667,36.19777778,,19.99,8.45,,,,,,,,,,,,u,Green2013
SDSSJ092630.76+101325.5,141.6279167,10.22375,,19.9,8.64,,,,,,,,,,,,d,Green2013
SDSSJ092806.35+373539.1,142.02625,37.59419444,,20.51,8.56,,,,,,,,,,,,dL,Green2013
SDSSJ092826.70+185616.9,142.11125,18.93802778,,19.45,8.67,,,,,,,,,,,,d,Green2013
SDSSJ092850.88+164819.2,142.2116667,16.80533333,,19.54,8.48,,,,,,,,,,,,d,Green2013
SDSSJ092857.90+225844.2,142.24125,22.97894444,,18.41,9.02,,,,,,,,,,,,d,Green2013
SDSSJ093015.07+173333.4,142.5625,17.55927778,,19.69,8.5,,,,,,,,,,,,d,Green2013
SDSSJ093022.62+271009.5,142.5941667,27.16930556,,20.59,8.44,,,,,,,,,,,,n,Green2013
SDSSJ093031.23+212023.3,142.63,21.33980556,,19.32,8.47,,,,,,,,,,,,d,Green2013
SDSSJ093057.12+033453.5,142.7379167,3.581527778,,19.27,8.63,,,,,,,,,,,,d,Green2013
SDSSJ093109.80+484233.5,142.7908333,48.70930556,,18.04,8.68,,,,,,,,,,,,d,Green2013
SDSSJ093117.72+291727.2,142.82375,29.29088889,,19.41,8.32,,,,,,,,,,,,n,Green2013
SDSSJ093130.47+150005.0,142.8766667,15.00138889,,16.16,7.16,,,,,,,,,,,,g,Green2013
SDSSJ093203.67+002753.7,143.015,0.464916667,,20.41,8.26,,,,,,,,,,,,dL,Green2013
SDSSJ093326.81+290425.8,143.3616667,29.07383333,,18.92,7.06,,,,,,,,,,,,uG,Green2013
SDSSJ093334.14+064812.6,143.3920833,6.8035,,15.32,8.19,,,,,,,,,,,,d,Green2013
SDSSJ093357.29+045835.0,143.4883333,4.976388889,,18.84,8.99,,,,,,,,,,,,d,Green2013
SDSSJ093442.80+420211.4,143.6783333,42.0365,,20.3,,,,,,,,,,,,,dL,Green2013
SDSSJ093524.96+505021.8,143.85375,50.83938889,,20.42,9.07,,,,,,,,,,,,u,Green2013
SDSSJ093551.52+334850.8,143.9645833,33.81411111,,20.59,8.83,,,,,,,,,,,,nL,Green2013
SDSSJ093618.26+090047.7,144.0758333,9.01325,,18.9,8.61,,,,,,,,,,,,d,Green2013
SDSSJ093619.49+374034.7,144.0808333,37.67630556,,17.6,8.56,,,,,,,,,,,,d,Green2013
SDSSJ093730.62+170508.3,144.3775,17.08563889,,18.67,8.42,,,,,,,,,,,,d,Green2013
SDSSJ093741.12+470836.1,144.42125,47.14336111,,17.69,7.35,,,,,,,,,,,,dG,Green2013
SDSSJ093817.99+091005.4,144.5745833,9.168166667,,19.91,8.61,,,,,,,,,,,,d,Green2013
SDSSJ093825.46+064958.1,144.6058333,6.832805556,,20.7,8.77,,,,,,,,,,,,nL,Green2013
SDSSJ093854.51+091102.3,144.7270833,9.183972222,,19.67,9.44,,,,,,,,,,,,u,Green2013
SDSSJ093937.51+260303.2,144.90625,26.05088889,,19.33,8.1,,,,,,,,,,,,d,Green2013
SDSSJ094021.16+443018.7,145.0879167,44.50519444,,15.71,7.93,,,,,,,,,,,,g,Green2013
SDSSJ094026.29+362548.7,145.1091667,36.43019444,,18.28,8.48,,,,,,,,,,,,dE,Green2013
SDSSJ094046.93+262516.3,145.1954167,26.42119444,,18.84,7.77,,,,,,,,,,,,d,Green2013
SDSSJ094108.48+450139.0,145.285,45.0275,,19.81,8.92,,,,,,,,,,,,d,Green2013
SDSSJ094117.99+122750.6,145.3245833,12.46405556,,18.53,8.03,,,,,,,,,,,,u,Green2013
SDSSJ094205.92+164237.7,145.5245833,16.71047222,,18.94,7.99,,,,,,,,,,,,d,Green2013
SDSSJ094209.73+104906.5,145.5404167,10.81847222,,18.65,9.58,,,,,,,,,,,,u,Green2013
SDSSJ094209.94+535719.2,145.54125,53.95533333,,16.46,8.43,,,,,,,,,,,,g,Green2013
SDSSJ094215.36+534856.9,145.56375,53.81580556,,18.65,6.31,,,,,,,,,,,,dG,Green2013
SDSSJ094313.08+331015.2,145.8041667,33.17088889,,19.77,8.56,,,,,,,,,,,,u,Green2013
SDSSJ094318.73+032743.7,145.8279167,3.462138889,,18.11,8.46,,,,,,,,,,,,d,Green2013
SDSSJ094352.09+362545.4,145.9666667,36.42927778,,18.78,8.4,,,,,,,,,,,,d,Green2013
SDSSJ094359.02+084323.7,145.9958333,8.72325,,18.41,8.75,,,,,,,,,,,,dE,Green2013
SDSSJ094511.56+503214.5,146.2979167,50.53736111,,18.83,8.01,,,,,,,,,,,,d,Green2013
SDSSJ094528.17+340205.4,146.3670833,34.03483333,,19.98,8.43,,,,,,,,,,,,n,Green2013
SDSSJ094612.75+164851.2,146.5529167,16.81422222,,19.04,8.62,,,,,,,,,,,,d,Green2013
SDSSJ094624.63+161040.5,146.6025,16.17791667,,20.08,,,,,,,,,,,,,n,Green2013
SDSSJ094738.52+091508.2,146.9104167,9.252277778,,19.13,6.81,,,,,,,,,,,,u,Green2013
SDSSJ094742.33+395045.1,146.92625,39.84586111,,19.31,9.54,,,,,,,,,,,,d,Green2013
SDSSJ094832.63+421654.2,147.1358333,42.28172222,,18.77,7.53,,,,,,,,,,,,d,Green2013
SDSSJ094858.68+583020.4,147.2441667,58.50566667,,18.76,7.89,,,,,,,,,,,,d,Green2013
SDSSJ094929.27+423527.8,147.3716667,42.59105556,,16.3,8.73,,,,,,,,,,,,g,Green2013
SDSSJ095005.09+584123.7,147.5208333,58.68991667,,17.02,8.35,,,,,,,,,,,,d,Green2013
SDSSJ095040.38+463125.1,147.6679167,46.52363889,,19.43,8.17,,,,,,,,,,,,d,Green2013
SDSSJ095114.99+261207.5,147.8120833,26.20208333,,19.35,8.6,,,,,,,,,,,,d,Green2013
SDSSJ095204.01+390157.9,148.0166667,39.03275,,18.95,8.32,,,,,,,,,,,,d,Green2013
SDSSJ095240.17+441211.3,148.1670833,44.20313889,,16.75,7.31,,,,,,,,,,,,u,Green2013
SDSSJ095438.27+553652.4,148.6591667,55.61455556,,15.84,7.7,,,,,,,,,,,,g,Green2013
SDSSJ095516.40+012129.7,148.8183333,1.35825,,18.35,8.56,,,,,,,,,,,,d,Green2013
SDSSJ095545.84+443640.4,148.9408333,44.61122222,,16.37,6.66,,,,,,,,,,,,dG,Green2013
SDSSJ095707.09+325346.2,149.2791667,32.89616667,,17.49,6.72,,,,,,,,,,,,dG,Green2013
SDSSJ095720.06+265441.7,149.3333333,26.91158333,,20.1,8.87,,,,,,,,,,,,d,Green2013
